,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
1586,1.584,1.394,0.297,0.063,-0.455,0.198,-0.795,1.243,0.160,0.870,1.758,-0.280,0.511,0.518,1.631,0.042,0.819,0.121,0.197,-0.437,1.153,-0.657,-0.694,1.153,0.027,0.180,0.054,-0.980,0.682,0.430,0.400,0.700,0.264,0.246,0.133,-0.198,0.800,0.684,0.582,0.727,-0.460,-0.371,0.296,0.726,-0.558,0.271,0.015,-0.349,0.745,-0.049,1.046
1587,0.967,0.812,1.843,0.549,1.330,0.943,0.771,1.211,-1.686,-0.317,0.554,-1.600,0.378,0.443,1.086,0.042,-0.382,-2.066,0.499,0.866,0.658,-1.377,-0.334,-0.663,-0.550,1.390,-0.213,0.507,0.786,-0.366,0.067,-1.505,0.347,-0.376,0.133,0.705,-1.318,-0.021,-0.759,0.556,-0.461,0.391,-0.044,0.868,-0.198,-0.040,-0.234,0.839,-0.544,-1.505,0.930
1588,0.123,0.028,0.780,0.395,0.663,-1.490,1.174,-0.854,-0.836,-0.117,-0.210,-0.387,-0.198,-0.656,0.259,-2.437,0.511,0.912,-0.148,-0.059,-1.410,-1.988,0.336,-0.371,-2.648,-0.739,-0.627,0.583,0.842,0.430,-2.501,0.149,-0.006,0.233,0.510,-3.666,0.782,0.191,-1.033,0.262,0.513,-0.106,0.170,0.103,-0.111,-2.334,-2.258,-3.556,0.044,0.501,0.495
1589,0.155,-0.137,-1.414,-1.641,1.820,-0.237,0.352,0.342,2.580,0.643,0.125,-0.336,-0.932,-0.948,-0.432,0.042,-0.077,-0.045,0.199,-0.666,1.753,-0.052,0.637,-0.905,-0.135,-0.197,0.957,0.029,-0.871,0.430,2.071,0.685,-0.270,-0.256,0.872,-0.190,1.211,-0.313,-0.800,0.072,-0.458,-0.024,1.665,-0.283,0.180,-0.006,-0.459,-0.349,0.709,0.742,-0.808
1590,0.593,0.213,0.675,-1.543,1.179,0.361,-0.714,1.309,1.115,-1.709,-0.217,-1.256,0.775,0.566,0.667,0.904,0.622,-2.196,-0.204,-0.109,0.694,0.247,-1.670,-1.771,-0.517,-0.428,-0.075,-0.630,0.409,0.961,-0.390,1.715,0.287,0.131,1.068,0.342,1.351,0.665,-0.554,0.302,0.400,-0.493,0.016,0.248,2.262,-0.613,0.273,0.364,0.658,-1.204,0.267
1591,-0.355,0.179,-0.477,-1.969,0.562,0.874,0.311,-0.217,-0.534,0.650,-0.136,-0.078,-0.325,-0.371,-0.305,0.904,-0.524,0.240,-0.007,0.128,1.273,1.681,0.512,0.193,0.220,0.275,0.698,-0.222,-1.485,0.165,0.435,-0.100,-0.678,-0.147,0.510,0.340,0.098,-0.254,1.134,0.137,-0.463,-0.257,-0.401,-0.497,1.571,0.419,0.779,0.364,-0.530,0.331,-0.598
1592,0.286,0.380,1.005,1.184,-0.004,-0.534,-1.420,1.721,0.339,-0.360,0.447,-0.925,0.239,0.544,0.484,-0.390,-1.012,-0.501,0.245,-0.045,-1.161,-1.378,-1.480,-1.563,1.004,1.357,-0.101,0.101,0.012,0.165,0.369,-1.665,0.414,0.329,0.133,0.694,-1.317,-0.274,-0.077,0.520,-0.392,0.057,-0.361,0.559,-0.731,0.304,0.048,0.839,-0.606,-0.816,0.595
1593,-1.298,-2.239,-1.618,-0.619,-0.611,2.195,0.562,0.755,1.110,0.517,-1.058,-0.379,-2.047,-2.082,-2.491,0.042,-1.443,-0.648,-1.577,-0.005,0.639,0.179,-0.301,-0.657,0.576,-1.894,-0.714,0.664,-1.939,0.696,0.435,3.186,-0.051,0.508,0.133,0.348,-0.483,-1.213,0.683,-0.451,-0.448,0.770,1.509,-2.326,0.117,0.419,0.160,0.364,-0.909,1.629,-1.401
1594,0.849,0.385,2.164,1.183,0.211,-0.950,1.000,0.444,-0.253,0.253,0.359,-1.656,0.600,0.366,0.484,-0.821,0.209,-2.238,0.840,0.750,0.169,-1.014,0.047,0.293,-0.529,0.318,0.048,0.743,1.136,-0.897,0.982,-0.597,-0.130,-0.076,-0.621,0.351,-1.018,0.236,-0.126,0.426,-0.459,0.458,0.295,0.350,-0.361,1.107,1.454,0.364,0.042,-1.762,1.186
1595,-0.183,-0.247,-1.325,-0.677,-0.719,-0.157,-0.232,-1.160,0.605,-0.271,-0.174,-0.365,0.768,1.186,-0.547,0.042,-0.526,-0.442,0.168,1.654,0.627,-0.735,0.542,-0.518,2.479,-1.211,1.691,0.396,-0.368,0.165,0.437,0.847,-1.349,-1.461,0.510,0.337,-1.191,-1.718,-0.520,0.054,-0.450,-0.130,0.162,-0.370,-0.027,0.419,0.160,0.364,-0.624,0.287,-0.514
1596,0.468,0.657,0.749,0.530,-1.455,-1.046,1.861,0.259,-0.876,-0.196,-0.166,-0.863,0.512,0.338,0.844,0.473,0.391,-0.614,-0.142,-0.424,0.642,2.019,0.836,0.229,-0.756,-0.699,-0.656,-0.856,0.211,0.165,0.249,-0.978,-1.125,0.456,-0.063,0.703,0.233,-0.505,-0.338,0.480,-0.458,-0.720,0.254,0.731,-0.307,0.190,-0.065,0.839,0.439,-0.363,1.343
1597,0.131,0.329,-0.103,-0.971,-1.702,-0.629,0.216,1.574,0.617,0.357,-0.166,-0.029,-0.083,0.245,0.356,0.473,0.133,0.393,-0.071,-0.264,0.790,1.396,0.043,-0.660,0.019,0.566,0.290,0.486,-0.417,-0.100,-0.300,0.649,0.075,0.348,1.068,0.698,0.336,0.178,1.219,0.198,-0.459,-0.150,0.507,0.049,1.678,-2.563,0.498,0.839,-1.028,0.450,0.135
1598,-0.949,-1.093,-1.517,-0.545,-0.146,-0.464,-0.438,0.087,-1.043,-1.215,-0.838,-0.070,0.621,1.166,-1.277,0.042,-2.571,0.056,-0.824,1.766,0.478,0.602,-0.700,1.109,-0.270,-0.652,1.836,-0.510,-0.695,0.165,0.156,1.151,-1.748,-1.621,0.872,0.355,-0.865,-1.270,-0.493,0.014,0.525,-0.227,-0.547,-1.431,-0.431,-0.035,0.048,0.364,-2.321,-0.219,-0.977
1599,-0.838,-1.410,-1.809,-0.115,2.464,-1.017,1.613,0.313,0.345,-0.159,0.442,-0.193,-3.105,-3.370,-1.885,0.042,0.275,0.499,0.184,-0.843,-1.831,-0.794,0.923,0.380,-0.062,-0.533,0.067,0.092,-3.076,0.165,0.431,-0.895,-0.428,-0.641,1.708,0.356,0.969,-1.971,0.042,-0.396,-0.456,0.306,0.263,-1.892,-0.278,0.419,0.160,0.364,-0.628,1.645,-0.870
1600,0.017,-0.439,1.715,0.962,-0.494,1.581,-0.969,1.670,2.089,0.581,-0.741,-1.617,1.317,1.002,0.088,0.473,0.030,-2.127,-0.521,0.571,0.170,0.136,0.968,1.339,0.057,0.027,-0.341,-0.479,0.841,-0.366,0.434,-0.849,-0.897,-0.002,0.133,0.360,0.388,0.054,-0.249,0.185,-0.458,-0.993,1.460,-0.313,-2.330,0.419,0.273,0.364,-0.005,-2.570,0.313
1601,0.726,0.454,0.973,-0.357,-1.256,2.041,-0.831,1.177,-2.136,-0.947,0.055,0.111,0.778,0.667,0.712,0.042,0.359,0.389,0.115,0.019,1.285,-0.643,1.016,2.060,-1.286,0.009,-1.437,-0.200,0.852,0.430,-0.109,-0.242,-0.156,-0.404,-0.063,0.345,0.683,0.363,1.155,0.376,-0.456,-0.194,-0.136,0.803,-0.295,-0.269,-0.290,0.364,0.028,-1.343,0.847
1602,0.379,0.106,1.619,0.523,0.897,0.545,-0.457,-0.801,-0.137,-3.072,0.517,-1.282,0.305,0.549,0.553,0.042,-0.857,-1.251,0.437,0.206,-0.340,1.958,-1.102,-1.465,0.568,0.675,-0.336,0.756,0.410,-0.366,-0.397,-1.305,-0.027,0.091,0.133,0.786,-1.318,-0.180,-0.891,0.569,-0.464,0.474,-0.199,-0.296,0.227,-0.671,-1.391,0.989,-0.731,-1.171,0.507
1603,0.190,-0.025,-0.138,0.161,0.964,1.137,-0.084,-0.328,1.656,0.910,0.600,-0.212,0.757,0.584,-0.026,0.904,0.355,-0.066,0.436,0.141,2.238,-0.908,0.064,0.600,-0.632,0.381,-0.560,0.125,0.563,0.961,0.454,1.003,0.598,0.495,0.314,-0.175,-1.310,0.094,-0.461,0.189,-0.449,0.128,-0.208,0.809,-0.173,0.247,-0.027,-0.349,0.576,0.686,0.235
1604,0.817,0.327,0.782,0.381,1.201,0.013,-0.925,1.682,0.631,0.503,-0.095,-0.658,1.289,0.882,0.711,0.042,1.847,-0.527,0.037,-0.270,-2.038,-0.456,0.151,-0.998,1.445,1.231,-0.760,-0.012,1.223,0.961,-0.683,1.441,1.118,-0.479,0.510,0.342,0.969,0.621,-0.879,0.420,-0.462,-0.373,0.216,0.138,-0.580,1.470,1.191,-2.250,1.727,-0.366,0.670
1605,0.140,-0.035,0.191,1.272,0.276,-1.453,0.443,0.864,1.806,1.057,0.363,-1.183,0.051,0.412,-0.245,0.473,-0.674,-1.018,0.452,-0.340,0.929,2.426,1.281,-0.317,1.297,-1.067,-0.400,1.177,-0.358,-0.056,0.439,-1.162,0.528,0.386,-0.063,0.695,-1.321,-0.690,-0.521,0.292,-0.463,0.936,-0.049,-0.142,0.143,-2.104,-0.065,0.839,-0.395,-0.016,-0.105
1606,1.009,0.940,0.773,0.305,-1.395,1.357,1.173,0.424,0.264,2.313,0.679,-0.973,-0.510,-0.587,0.472,-1.252,0.578,-0.149,1.649,-0.069,0.418,-0.381,1.460,0.077,0.400,1.363,-1.114,1.346,0.481,0.430,0.533,0.160,0.236,0.033,0.314,-0.314,-1.314,-0.514,-1.601,0.359,0.508,1.713,-0.322,0.777,-0.313,-0.785,-0.290,-1.893,0.463,-0.313,1.271
1607,0.177,0.267,1.508,-0.510,0.288,-0.694,-1.234,-0.262,-0.115,1.054,-0.346,-0.615,0.380,0.424,0.208,-0.821,-0.517,-0.059,-0.128,0.295,-2.859,0.374,1.030,-0.907,0.703,-0.033,-0.117,-0.979,0.131,-0.897,0.070,-0.985,-0.202,0.285,0.133,-0.222,1.225,0.495,0.104,0.429,2.133,-0.931,0.954,0.333,0.670,-0.040,-0.290,-0.646,-0.647,-1.863,0.315
1608,-0.902,-1.543,-1.341,-0.122,0.425,1.374,0.546,2.932,1.624,0.254,0.171,-0.115,0.730,1.234,-1.161,0.042,-1.810,-0.294,-0.242,1.123,-1.128,0.126,0.838,0.036,1.035,-1.017,1.103,-0.295,-0.505,0.696,0.521,0.773,-1.597,-1.572,0.510,0.347,0.211,-0.627,-0.746,-0.064,-0.456,-0.856,-0.041,-1.208,0.225,0.199,0.530,0.364,-1.867,0.800,-1.252
1609,-0.114,0.026,0.400,0.983,0.515,-1.158,0.280,1.081,0.617,0.011,-0.033,-0.185,0.967,0.844,0.208,0.042,0.190,0.282,-0.550,-0.263,1.945,0.592,0.195,-0.381,0.108,-1.406,-1.045,-0.957,0.821,0.165,0.444,1.408,-0.087,-0.731,0.133,-0.204,1.401,0.954,0.314,0.293,1.258,-1.009,0.296,0.046,1.058,0.419,0.498,-0.349,0.097,0.200,-0.131
1610,-0.288,-0.493,-0.067,0.476,0.300,0.092,0.355,1.398,1.053,0.286,-0.316,-0.989,0.152,-0.245,-0.813,0.042,0.774,-0.370,-0.246,-0.119,-0.588,1.188,-1.078,0.950,-0.195,0.127,0.237,-0.103,0.062,-0.366,-0.399,0.805,-1.084,0.369,-0.063,-0.634,0.798,-0.087,-1.703,-0.101,0.343,-0.098,0.061,-0.271,-0.176,-0.613,-0.290,-0.943,0.558,1.128,-0.144
1611,0.741,0.566,1.131,0.462,1.493,-0.412,-1.865,0.718,-1.125,0.342,0.611,-1.085,0.559,0.562,0.517,-0.821,1.110,-1.035,1.038,0.989,0.416,0.437,-0.557,-0.495,-1.429,0.940,0.030,0.206,0.741,-0.322,0.525,-0.541,-0.057,-0.156,0.133,0.338,-1.316,-0.032,-1.041,0.343,0.420,0.592,0.206,0.768,1.680,0.534,-0.290,-0.289,1.077,-0.331,1.029
1612,0.323,0.417,0.094,-0.512,-0.127,-1.285,0.652,-0.021,-0.304,-2.462,0.194,-0.507,0.991,1.099,0.315,1.335,0.109,-0.734,-0.067,1.856,2.682,0.889,0.879,-1.811,-0.305,0.625,2.256,-1.014,0.064,-0.366,0.159,1.376,0.224,0.595,1.068,0.248,1.401,-0.673,-0.398,0.289,-0.455,-0.725,0.089,0.303,0.278,0.075,-0.065,0.245,-0.017,0.045,0.607
1613,0.054,0.102,1.287,-2.913,-1.027,-1.146,-0.245,0.991,1.584,-1.050,-0.893,-1.055,1.338,1.004,0.281,0.473,-0.690,-1.416,-0.700,0.823,-0.034,-0.852,-0.481,-0.024,-0.771,0.164,1.917,-0.870,0.832,-1.428,0.902,1.553,-1.107,0.239,1.445,0.442,0.113,0.599,-0.330,0.270,1.100,-0.998,-0.152,0.429,-0.319,1.032,0.991,0.438,-0.605,-1.669,-0.156
1614,0.636,0.309,0.969,0.128,-1.247,-1.704,0.520,-0.572,-0.038,2.084,-0.073,-0.773,0.460,-0.250,0.551,0.042,-0.129,0.101,0.322,-0.393,-1.260,1.515,-0.169,-1.419,2.402,0.243,0.337,-0.091,0.558,-0.897,-3.500,0.363,-0.446,0.810,0.133,1.099,0.798,0.315,-0.536,0.351,0.427,-0.146,-0.340,0.284,-0.508,-2.157,-2.624,0.364,-0.235,-0.566,1.005
1615,0.050,0.332,-0.308,-0.127,-1.193,1.101,1.114,-0.673,-1.185,-0.323,0.105,0.048,-0.483,-0.489,-0.330,0.042,0.228,0.241,-0.438,-0.147,0.283,1.976,-0.367,-0.317,1.149,0.098,0.926,-0.184,-1.140,0.961,-0.576,0.158,0.831,1.285,1.445,0.326,0.961,-0.886,1.101,0.146,-0.448,-0.169,0.252,-0.229,1.077,-0.843,0.160,0.364,0.016,-0.350,-0.012
1616,-0.864,-0.628,1.182,1.268,1.051,1.562,0.323,-0.145,1.093,1.911,-1.778,0.057,1.198,0.915,0.303,0.904,0.394,0.255,-1.676,-0.687,-0.074,-0.224,-0.268,2.397,-1.617,-0.060,-0.444,-0.712,0.832,0.430,0.525,0.976,-0.885,-0.561,-0.817,-0.102,0.400,0.787,-0.028,0.408,-0.451,-1.278,1.184,-0.258,0.022,0.476,0.498,-0.230,0.663,-0.677,-0.056
1617,0.412,0.289,-0.869,-1.110,1.193,-0.354,0.075,-0.039,-1.329,-0.864,1.081,-0.451,-2.361,-1.071,-0.297,-1.898,-2.510,-0.382,0.978,-0.971,-0.586,1.290,0.005,-0.468,-1.908,-0.858,0.091,4.114,-2.928,0.430,0.524,0.993,0.780,-0.187,0.209,0.288,-1.316,-1.187,-0.442,0.211,-0.459,4.081,-0.531,-2.490,-0.687,-0.155,0.273,-3.284,-2.608,0.063,1.033
1618,0.418,0.236,-0.825,-0.849,-1.242,-1.145,0.024,1.465,1.335,-0.878,0.504,-0.406,-0.550,-0.285,-0.130,0.042,-0.649,-0.730,0.773,-0.103,1.205,0.029,1.192,-0.537,-1.225,0.191,-0.492,1.288,-0.596,0.961,0.433,1.884,-0.488,0.189,0.396,0.209,-0.606,-1.011,-1.742,0.123,-0.450,1.442,0.698,0.209,-0.829,0.419,-2.315,0.364,0.236,1.063,-0.755
1619,0.140,0.201,0.062,-0.861,-0.252,-1.111,-0.133,0.425,0.921,-0.007,-0.088,-0.370,1.158,1.544,0.010,1.335,-0.344,-0.347,0.002,1.702,-0.255,1.553,-0.267,0.176,0.313,1.787,2.041,-0.714,-0.184,0.165,0.067,0.701,-0.041,0.724,1.068,0.337,-1.191,-1.250,0.008,0.274,-0.450,-0.664,-0.045,-0.084,0.594,-0.040,-0.065,0.364,-0.242,-0.507,0.089
1620,0.851,0.652,0.605,2.008,2.245,0.294,0.589,0.095,-1.234,0.129,0.975,-1.457,0.539,0.614,0.547,-0.390,0.078,-1.623,0.990,-0.066,-0.162,1.374,-0.180,0.281,-0.765,-1.197,-0.801,1.856,0.788,0.430,-1.071,-0.812,0.612,1.170,0.133,0.326,-1.322,-0.412,-0.787,0.486,-0.457,1.734,-0.135,0.695,-0.360,-2.659,-2.052,-0.217,0.466,0.126,0.667
1621,-0.717,-0.274,1.222,1.367,-0.656,0.030,-0.563,0.845,0.136,-2.252,-1.554,0.105,1.452,1.235,0.496,0.042,0.487,0.367,-1.475,-1.054,0.087,-0.637,-2.310,-0.252,1.178,-1.313,-2.420,-1.298,1.365,-0.366,-0.569,0.143,0.517,0.076,-0.259,0.344,0.969,0.947,1.151,0.435,-0.456,-1.338,2.501,-0.022,0.908,-0.843,-0.290,0.364,0.911,-0.752,-0.045
1622,-2.496,-2.437,-0.145,-1.167,1.264,-0.786,-0.781,0.349,2.532,-0.471,-2.167,-0.536,0.650,0.426,-1.556,-0.390,-1.199,-0.649,-1.875,0.317,1.087,-0.039,0.569,1.193,-0.108,0.740,-0.617,-1.565,0.579,0.430,0.433,1.883,-0.501,-0.186,0.872,0.333,0.977,2.141,-0.776,-0.090,0.318,-1.868,1.700,-1.079,1.046,0.419,-0.459,0.364,-0.560,0.765,-1.715
1623,0.771,0.826,0.630,-1.118,0.948,1.488,-0.313,-0.934,-0.131,2.202,0.931,-0.540,0.598,0.445,0.842,0.473,0.744,0.003,0.904,-1.542,-1.060,-2.608,1.599,-0.390,-0.521,-3.092,-0.746,0.184,0.695,-0.366,0.249,-1.056,-0.039,1.112,-0.063,0.708,-1.318,0.221,-0.846,0.480,-0.454,0.253,0.887,1.233,0.344,0.190,-0.065,0.839,0.570,0.272,0.386
1624,-2.003,-2.534,-1.751,-2.001,1.403,0.445,0.099,0.911,-2.191,1.305,-0.940,0.088,-0.452,-0.201,-2.457,0.904,1.589,0.434,-1.152,-0.474,0.565,0.021,-1.652,-1.029,-0.982,-1.498,0.523,-0.160,-1.601,-0.100,-0.210,0.614,-1.443,0.063,0.510,0.329,-0.606,-0.109,0.412,-0.445,-0.448,0.078,-0.345,-1.402,0.930,-2.295,-2.146,0.364,1.642,2.313,-1.645
1625,-0.195,-0.213,-0.316,-0.365,-0.426,0.827,-0.930,0.959,-1.303,-2.442,0.058,-0.154,0.508,0.504,-0.437,0.042,0.442,-0.311,-0.003,-0.679,-2.014,0.442,-0.445,-0.619,0.894,-1.659,-1.842,-0.217,0.142,0.276,-0.116,-0.182,0.178,-0.268,-0.621,0.335,0.536,-0.111,0.693,0.186,-0.451,-0.384,1.142,-0.049,1.019,-0.164,-0.074,0.364,1.180,0.337,0.077
1626,0.140,0.073,0.020,-1.569,-1.293,-0.076,0.936,-0.240,0.099,0.988,-0.145,-1.135,0.724,0.566,-0.045,0.904,0.843,-2.187,0.015,0.125,-0.092,0.003,0.361,-0.869,0.372,0.386,-0.133,-0.706,0.463,0.430,-0.390,1.470,0.254,-0.012,1.068,0.337,1.688,0.949,-0.558,0.252,0.394,-0.839,0.168,0.480,0.663,-0.900,-0.009,0.364,1.426,-0.086,-0.006
1627,-0.890,-0.149,1.319,0.639,-0.133,-2.147,-1.395,0.732,0.106,0.603,-1.752,0.327,0.975,0.732,0.125,0.904,0.198,0.866,-1.584,-2.038,-2.942,-0.800,-1.278,-2.218,-0.580,0.823,-0.649,-1.247,0.738,0.430,0.065,1.215,-0.893,0.326,-0.817,-0.192,1.245,0.862,0.525,0.305,2.137,-1.237,1.399,0.003,1.103,-0.040,-0.234,-0.289,0.110,-0.729,-0.026
1628,0.628,0.621,0.935,1.399,-0.158,1.814,-0.435,-0.081,-0.973,0.304,0.129,-1.707,0.752,-0.013,0.467,0.042,0.562,-1.970,0.575,1.312,-1.134,0.962,-0.504,-1.390,0.606,-2.848,-0.009,-0.017,0.744,-0.366,-0.030,0.671,0.488,-0.479,0.133,0.720,-0.185,0.411,-0.242,0.366,1.281,-0.115,0.049,0.656,0.655,-0.155,0.273,0.839,0.699,-0.409,0.964
1629,1.618,1.615,1.066,1.139,-0.029,-1.824,-0.694,0.032,0.628,-1.018,1.481,-0.344,0.146,0.353,1.652,-1.252,0.693,-0.220,1.685,0.972,0.391,1.401,-2.189,1.807,1.258,0.787,1.089,2.388,1.212,0.430,-0.846,0.240,-0.189,0.039,0.510,-0.221,-1.314,-0.651,-1.196,0.724,1.283,2.417,1.036,1.699,-0.289,-0.327,-1.415,-0.393,0.738,-0.247,1.860
1630,-2.271,-0.399,0.223,1.011,1.242,-0.203,0.274,0.777,0.290,0.429,-2.880,0.224,1.051,0.967,0.282,0.760,0.940,0.616,-2.033,-2.063,-1.290,-0.432,-0.134,0.029,-0.156,0.822,-0.566,-1.534,0.768,0.430,-0.939,1.377,-0.683,0.428,-0.817,-1.092,1.401,1.740,-0.330,0.363,-0.439,-1.680,0.217,0.323,-0.396,-1.187,-1.392,-0.943,1.073,0.791,-0.096
1631,0.500,0.538,1.118,0.121,1.077,-1.218,0.443,0.326,-0.600,1.224,0.338,-0.784,0.669,0.480,0.588,-0.821,-0.079,-0.355,0.227,0.424,-1.168,-0.443,-3.099,-0.475,0.120,-0.620,0.053,0.051,1.004,0.430,0.077,-0.840,0.557,0.171,0.133,-0.654,-1.317,0.246,-1.092,0.442,2.133,-0.088,0.403,0.836,1.250,-0.040,-0.852,-0.943,0.065,-0.377,1.271
1632,0.667,0.689,0.020,-1.857,0.703,-0.863,-1.401,-0.400,-0.305,-0.213,0.597,-1.290,0.641,0.656,0.375,0.904,-1.043,-1.931,0.719,1.087,1.217,0.789,-0.507,-1.234,1.002,1.054,1.902,0.993,-0.353,-0.897,1.092,1.447,-1.091,0.018,1.068,0.701,-0.886,-0.631,-0.267,0.265,-0.452,0.499,-0.260,-1.058,0.212,1.489,0.760,0.839,-1.010,-0.239,0.682
1633,-0.309,0.078,1.378,0.826,1.471,-0.805,0.076,-0.297,0.177,-1.423,-1.244,-0.110,1.510,1.202,0.338,0.042,1.244,0.001,-1.158,0.506,1.339,0.226,-0.200,-1.065,-0.192,0.035,0.534,-1.051,1.259,-0.366,0.539,0.710,0.107,-0.095,0.133,0.500,1.111,0.718,0.881,0.423,2.978,-0.941,-0.208,0.146,0.178,0.534,0.610,0.602,1.236,-1.014,0.157
1634,0.502,0.428,1.070,-1.611,-0.961,-3.022,0.986,-0.685,1.714,0.415,-0.476,-0.987,1.003,1.050,0.674,0.473,-0.501,-1.694,-0.571,2.008,1.146,1.472,-0.463,-0.787,1.473,1.678,1.449,-0.453,0.600,-0.366,0.986,1.358,-0.251,-0.855,1.445,0.698,-0.757,0.625,0.581,0.275,-0.455,-0.611,0.228,0.515,-0.176,1.097,0.694,0.839,-0.568,-2.460,0.691
1635,-0.423,-0.851,-0.627,0.953,-1.340,0.753,0.636,0.131,-0.446,-2.340,0.263,-0.594,0.155,0.658,-0.431,-0.390,0.567,-0.049,-0.043,-1.572,-0.117,0.924,-0.698,-1.046,0.068,-0.226,-0.837,1.747,0.206,0.165,-0.281,-0.626,-1.823,1.939,-0.063,0.458,-1.318,-1.218,-1.150,-0.069,1.281,1.764,0.181,-0.186,0.086,-2.334,-2.258,1.671,0.677,1.698,-0.787
1636,0.342,0.315,0.327,0.267,1.029,0.818,2.113,1.047,1.611,-0.517,-0.302,0.104,0.857,0.785,0.438,0.042,0.304,0.175,-0.199,-0.695,0.176,0.840,-1.857,0.104,0.249,0.536,-2.047,-0.738,0.782,0.165,-0.208,-0.060,0.341,-0.318,-0.621,0.343,0.827,0.711,1.051,0.311,-0.454,-0.798,0.850,0.268,0.536,-0.384,-0.290,0.364,0.252,0.083,0.625
1637,0.409,0.465,0.946,-1.007,0.587,0.835,0.799,0.937,-1.356,-1.273,-0.045,-1.479,0.492,-0.494,0.265,0.042,-0.086,-1.562,0.189,2.096,-1.677,1.167,0.887,1.368,-0.420,-1.256,-0.158,-0.373,0.324,-1.162,1.383,-0.209,-0.087,-1.834,-0.621,0.227,0.510,0.980,-0.766,0.182,-0.457,-0.465,-0.490,0.173,0.244,1.680,2.635,-1.062,-0.170,-1.097,0.385
1638,0.717,0.551,1.520,1.062,-0.501,0.475,-0.765,0.145,0.138,-0.269,0.446,-1.341,1.072,0.776,0.755,0.473,0.574,-1.689,-0.138,0.712,0.131,0.628,0.488,-1.781,-0.886,1.032,0.519,-0.517,1.048,0.430,0.249,-1.326,-0.517,0.007,0.133,0.705,0.373,-0.004,-0.030,0.431,1.289,-0.190,1.106,0.962,-0.443,0.190,0.048,0.839,0.529,-1.600,1.032
1639,-1.240,-1.772,-1.106,-0.333,-0.257,0.991,-0.274,0.774,-0.999,-0.402,-1.026,-1.522,-1.526,-1.751,-1.522,-1.252,-2.567,-2.119,-0.708,1.005,-0.770,0.518,0.615,0.586,-0.606,-2.241,-0.878,0.227,-1.702,-0.897,0.849,-1.694,-0.606,-0.888,0.314,0.363,0.841,-0.839,0.517,-0.120,0.747,-0.524,0.872,-1.920,0.121,0.546,0.498,0.364,-1.751,-0.741,-1.747
1640,-2.292,-1.664,0.133,-1.192,0.156,-0.183,1.205,-0.928,1.533,0.069,-2.766,-0.201,-0.269,-0.109,-1.268,1.335,-0.282,-0.148,-2.164,0.741,-1.623,-0.873,0.287,0.915,-0.683,1.019,1.301,-1.054,-0.902,0.430,0.617,0.358,-1.801,-0.312,1.822,0.332,0.517,-1.092,1.172,0.044,-0.456,-0.726,1.122,-0.876,1.369,0.706,-0.740,0.364,-0.669,0.288,-1.410
1641,0.880,0.885,0.192,0.269,0.095,1.197,0.299,0.469,1.007,0.388,0.972,-0.075,0.398,0.343,0.514,0.042,-0.172,-0.053,0.478,0.366,1.356,-1.751,0.176,-1.256,0.623,0.278,0.634,-0.172,0.300,0.961,-0.566,0.137,-0.306,1.030,1.445,0.338,1.688,-0.333,1.127,0.457,-0.448,-0.263,-0.246,0.370,-0.109,-0.843,0.160,0.364,-0.181,-0.095,0.725
1642,0.324,0.416,0.782,1.642,0.145,0.487,-0.261,-0.499,-1.064,-0.339,0.283,-0.738,1.353,1.184,0.675,0.473,0.023,-0.476,-0.093,0.267,-0.041,0.560,0.786,-0.078,0.384,0.728,-0.543,-1.624,1.121,-0.366,0.531,-1.046,0.047,0.140,0.133,-0.644,-1.316,0.899,-0.276,0.522,1.514,-1.874,1.341,0.722,-0.144,-0.040,-0.852,-0.943,0.360,-0.323,0.271
1643,2.121,1.487,0.474,1.110,-1.135,-0.684,0.138,-0.027,0.001,0.181,1.961,-1.099,-0.394,0.001,2.138,-1.252,0.670,-0.946,1.198,0.491,1.030,0.757,0.071,-1.520,-0.608,-1.022,1.342,1.929,0.378,0.165,-1.171,-1.195,0.716,0.029,0.510,1.276,-0.900,-0.801,-0.545,0.785,-0.460,2.418,0.525,1.204,-0.324,-0.996,-2.258,1.671,0.541,-0.575,1.741
1644,-0.249,-0.075,0.302,-0.044,0.396,0.729,0.735,0.488,1.021,0.117,0.334,-1.640,0.225,-0.295,-0.401,0.042,-0.610,-1.825,0.195,0.844,0.839,-0.358,-0.157,0.613,-1.304,1.084,0.329,-0.226,-0.208,-0.897,-0.015,0.044,-1.006,-0.060,-0.063,0.723,-0.186,0.081,0.238,0.260,0.432,-0.089,-0.403,-0.241,0.663,-0.155,0.273,0.839,0.231,-0.223,-0.114
